4.710000E+00   0.000000E+00  87
88   1.755000E-20  400.0
87   1.835000E-20  395.0
86   2.002000E-20  390.0
85   2.186000E-20  385.0
84   2.389000E-20  380.0
83   2.612000E-20  375.0
82   2.859000E-20  370.0
81   3.131000E-20  365.0
80   3.433000E-20  360.0
79   3.767000E-20  355.0
78   4.137000E-20  350.0
77   4.548000E-20  345.0
76   5.003000E-20  340.0
75   5.510000E-20  335.0
74   6.075000E-20  330.0
73   6.707000E-20  325.0
72   7.411000E-20  320.0
71   8.200000E-20  315.0
70   9.086000E-20  310.0
69   1.008000E-19  305.0
68   1.120000E-19  300.0
67   1.246000E-19  295.0
66   1.389000E-19  290.0
65   1.550000E-19  285.0
64   1.733000E-19  280.0
63   1.942000E-19  275.0
62   2.179000E-19  270.0
61   2.451000E-19  265.0
60   2.763000E-19  260.0
59   3.121000E-19  255.0
58   3.536000E-19  250.0
57   4.016000E-19  245.0
56   4.573000E-19  240.0
55   5.224000E-19  235.0
54   5.987000E-19  230.0
53   6.886000E-19  225.0
52   7.950000E-19  220.0
51   9.218000E-19  215.0
50   1.073000E-18  210.0
49   1.256000E-18  205.0
48   1.478000E-18  200.0
47   1.749000E-18  195.0
46   2.083000E-18  190.0
45   2.500000E-18  185.0
44   3.024000E-18  180.0
43   3.692000E-18  175.0
42   4.553000E-18  170.0
41   5.684000E-18  165.0
40   7.190000E-18  160.0
39   9.248000E-18  155.0
38   1.211000E-17  150.0
37   1.623000E-17  145.0
36   2.232000E-17  140.0
35   3.165000E-17  135.0
34   4.553000E-17  130.0
33   7.074000E-17  125.0
32   1.057000E-16  120.0
31   1.750040E-16  117.0
30   2.698583E-16  114.0
29   4.434409E-16  111.0
28   7.607906E-16  108.0
27   1.290684E-15  105.0
26   2.203789E-15  102.0
25   3.802788E-15   99.0
24   6.644762E-15   96.0
23   1.155757E-14   93.0
22   1.996499E-14   90.0
21   3.438865E-14   87.0
20   5.835665E-14   84.0
19   9.571089E-14   81.0
18   1.546278E-13   78.0
17   2.457972E-13   75.0
16   3.838498E-13   72.0
15   5.809528E-13   69.0
14   8.537337E-13   66.0
13   1.214825E-12   63.0
12   1.679083E-12   60.0
11   2.741941E-12   55.0
10   3.934704E-12   50.0
 9   3.614237E-12   45.0
 8   7.224641E-14   40.0
 7   4.018527E-14   35.0
 6   5.293745E-14   30.0
 5   4.801917E-14   25.0
 4   2.007048E-14   20.0
 3   2.042073E-15   15.0
 2   1.880415E-17   10.0
3.930000E+00   0.000000E+00  87
88   1.742000E-20  400.0
87   1.821000E-20  395.0
86   1.987000E-20  390.0
85   2.170000E-20  385.0
84   2.371000E-20  380.0
83   2.593000E-20  375.0
82   2.838000E-20  370.0
81   3.108000E-20  365.0
80   3.408000E-20  360.0
79   3.739000E-20  355.0
78   4.107000E-20  350.0
77   4.514000E-20  345.0
76   4.966000E-20  340.0
75   5.470000E-20  335.0
74   6.031000E-20  330.0
73   6.658000E-20  325.0
72   7.357000E-20  320.0
71   8.140000E-20  315.0
70   9.020000E-20  310.0
69   1.001000E-19  305.0
68   1.112000E-19  300.0
67   1.237000E-19  295.0
66   1.379000E-19  290.0
65   1.539000E-19  285.0
64   1.721000E-19  280.0
63   1.928000E-19  275.0
62   2.164000E-19  270.0
61   2.433000E-19  265.0
60   2.742000E-19  260.0
59   3.099000E-19  255.0
58   3.510000E-19  250.0
57   3.986000E-19  245.0
56   4.540000E-19  240.0
55   5.186000E-19  235.0
54   5.943000E-19  230.0
53   6.836000E-19  225.0
52   7.892000E-19  220.0
51   9.150000E-19  215.0
50   1.066000E-18  210.0
49   1.247000E-18  205.0
48   1.467000E-18  200.0
47   1.736000E-18  195.0
46   2.068000E-18  190.0
45   2.482000E-18  185.0
44   3.001000E-18  180.0
43   3.665000E-18  175.0
42   4.519000E-18  170.0
41   5.643000E-18  165.0
40   7.138000E-18  160.0
39   9.181000E-18  155.0
38   1.202000E-17  150.0
37   1.611000E-17  145.0
36   2.215000E-17  140.0
35   3.141000E-17  135.0
34   4.520000E-17  130.0
33   7.022000E-17  125.0
32   1.049000E-16  120.0
31   1.744556E-16  117.0
30   2.689574E-16  114.0
29   4.418387E-16  111.0
28   7.584981E-16  108.0
27   1.287205E-15  105.0
26   2.197253E-15  102.0
25   3.791244E-15   99.0
24   6.621838E-15   96.0
23   1.152279E-14   93.0
22   1.991073E-14   90.0
21   3.432545E-14   87.0
20   5.825909E-14   84.0
19   9.554215E-14   81.0
18   1.541272E-13   78.0
17   2.443912E-13   75.0
16   3.798940E-13   72.0
15   5.710009E-13   69.0
14   8.319557E-13   66.0
13   1.175870E-12   63.0
12   1.624617E-12   60.0
11   2.608928E-12   55.0
10   3.491825E-12   50.0
 9   1.752336E-12   45.0
 8   2.094587E-14   40.0
 7   2.723447E-14   35.0
 6   3.529401E-14   30.0
 5   3.081797E-14   25.0
 4   1.169296E-14   20.0
 3   9.609979E-16   15.0
 2   5.764139E-18   10.0
3.300000E+00   0.000000E+00  87
88   1.734000E-20  400.0
87   1.813000E-20  395.0
86   1.978000E-20  390.0
85   2.160000E-20  385.0
84   2.360000E-20  380.0
83   2.581000E-20  375.0
82   2.825000E-20  370.0
81   3.094000E-20  365.0
80   3.392000E-20  360.0
79   3.722000E-20  355.0
78   4.088000E-20  350.0
77   4.494000E-20  345.0
76   4.944000E-20  340.0
75   5.444000E-20  335.0
74   6.003000E-20  330.0
73   6.627000E-20  325.0
72   7.323000E-20  320.0
71   8.103000E-20  315.0
70   8.978000E-20  310.0
69   9.961000E-20  305.0
68   1.107000E-19  300.0
67   1.231000E-19  295.0
66   1.372000E-19  290.0
65   1.532000E-19  285.0
64   1.713000E-19  280.0
63   1.919000E-19  275.0
62   2.154000E-19  270.0
61   2.422000E-19  265.0
60   2.730000E-19  260.0
59   3.084000E-19  255.0
58   3.494000E-19  250.0
57   3.968000E-19  245.0
56   4.519000E-19  240.0
55   5.162000E-19  235.0
54   5.916000E-19  230.0
53   6.804000E-19  225.0
52   7.856000E-19  220.0
51   9.108000E-19  215.0
50   1.061000E-18  210.0
49   1.241000E-18  205.0
48   1.460000E-18  200.0
47   1.728000E-18  195.0
46   2.059000E-18  190.0
45   2.470000E-18  185.0
44   2.988000E-18  180.0
43   3.648000E-18  175.0
42   4.499000E-18  170.0
41   5.617000E-18  165.0
40   7.105000E-18  160.0
39   9.138000E-18  155.0
38   1.197000E-17  150.0
37   1.604000E-17  145.0
36   2.205000E-17  140.0
35   3.127000E-17  135.0
34   4.499000E-17  130.0
33   6.989000E-17  125.0
32   1.044000E-16  120.0
31   1.740072E-16  117.0
30   2.684568E-16  114.0
29   4.407899E-16  111.0
28   7.569647E-16  108.0
27   1.285676E-15  105.0
26   2.195723E-15  102.0
25   3.786654E-15   99.0
24   6.610654E-15   96.0
23   1.149748E-14   93.0
22   1.987067E-14   90.0
21   3.424113E-14   87.0
20   5.810567E-14   84.0
19   9.527189E-14   81.0
18   1.535359E-13   78.0
17   2.429601E-13   75.0
16   3.761725E-13   72.0
15   5.620851E-13   69.0
14   8.134797E-13   66.0
13   1.145853E-12   63.0
12   1.579514E-12   60.0
11   2.455181E-12   55.0
10   3.001992E-12   50.0
 9   5.239099E-13   45.0
 8   1.253600E-14   40.0
 7   1.865035E-14   35.0
 6   2.376467E-14   30.0
 5   1.997577E-14   25.0
 4   6.873797E-15   20.0
 3   4.522458E-16   15.0
 2   1.712454E-18   10.0
2.810000E+00   0.000000E+00  87
88   1.732000E-20  400.0
87   1.810000E-20  395.0
86   1.975000E-20  390.0
85   2.157000E-20  385.0
84   2.357000E-20  380.0
83   2.577000E-20  375.0
82   2.821000E-20  370.0
81   3.090000E-20  365.0
80   3.387000E-20  360.0
79   3.717000E-20  355.0
78   4.082000E-20  350.0
77   4.487000E-20  345.0
76   4.936000E-20  340.0
75   5.436000E-20  335.0
74   5.994000E-20  330.0
73   6.617000E-20  325.0
72   7.313000E-20  320.0
71   8.091000E-20  315.0
70   8.965000E-20  310.0
69   9.947000E-20  305.0
68   1.105000E-19  300.0
67   1.230000E-19  295.0
66   1.370000E-19  290.0
65   1.529000E-19  285.0
64   1.710000E-19  280.0
63   1.916000E-19  275.0
62   2.150000E-19  270.0
61   2.418000E-19  265.0
60   2.726000E-19  260.0
59   3.080000E-19  255.0
58   3.489000E-19  250.0
57   3.962000E-19  245.0
56   4.512000E-19  240.0
55   5.154000E-19  235.0
54   5.907000E-19  230.0
53   6.794000E-19  225.0
52   7.844000E-19  220.0
51   9.095000E-19  215.0
50   1.059000E-18  210.0
49   1.239000E-18  205.0
48   1.458000E-18  200.0
47   1.726000E-18  195.0
46   2.056000E-18  190.0
45   2.467000E-18  185.0
44   2.983000E-18  180.0
43   3.642000E-18  175.0
42   4.492000E-18  170.0
41   5.608000E-18  165.0
40   7.095000E-18  160.0
39   9.125000E-18  155.0
38   1.195000E-17  150.0
37   1.601000E-17  145.0
36   2.202000E-17  140.0
35   3.122000E-17  135.0
34   4.492000E-17  130.0
33   6.979000E-17  125.0
32   1.043000E-16  120.0
31   1.738071E-16  117.0
30   2.684568E-16  114.0
29   4.405369E-16  111.0
28   7.565641E-16  108.0
27   1.285202E-15  105.0
26   2.197253E-15  102.0
25   3.790131E-15   99.0
24   6.618441E-15   96.0
23   1.151222E-14   93.0
22   1.987486E-14   90.0
21   3.423424E-14   87.0
20   5.805832E-14   84.0
19   9.504351E-14   81.0
18   1.528352E-13   78.0
17   2.410626E-13   75.0
16   3.714412E-13   72.0
15   5.517193E-13   69.0
14   7.951832E-13   66.0
13   1.119937E-12   63.0
12   1.535054E-12   60.0
11   2.301874E-12   55.0
10   2.420541E-12   50.0
 9   1.032030E-13   45.0
 8   8.871097E-15   40.0
 7   1.311875E-14   35.0
 6   1.646494E-14   30.0
 5   1.334764E-14   25.0
 4   4.183657E-15   20.0
 3   2.212790E-16   15.0
 2   5.255568E-19   10.0
2.320000E+00   0.000000E+00  87
88   1.735000E-20  400.0
87   1.814000E-20  395.0
86   1.979000E-20  390.0
85   2.161000E-20  385.0
84   2.362000E-20  380.0
83   2.583000E-20  375.0
82   2.827000E-20  370.0
81   3.096000E-20  365.0
80   3.394000E-20  360.0
79   3.724000E-20  355.0
78   4.090000E-20  350.0
77   4.496000E-20  345.0
76   4.947000E-20  340.0
75   5.448000E-20  335.0
74   6.007000E-20  330.0
73   6.631000E-20  325.0
72   7.328000E-20  320.0
71   8.108000E-20  315.0
70   8.983000E-20  310.0
69   9.967000E-20  305.0
68   1.107000E-19  300.0
67   1.232000E-19  295.0
66   1.373000E-19  290.0
65   1.533000E-19  285.0
64   1.714000E-19  280.0
63   1.920000E-19  275.0
62   2.155000E-19  270.0
61   2.423000E-19  265.0
60   2.731000E-19  260.0
59   3.086000E-19  255.0
58   3.496000E-19  250.0
57   3.970000E-19  245.0
56   4.522000E-19  240.0
55   5.165000E-19  235.0
54   5.919000E-19  230.0
53   6.808000E-19  225.0
52   7.861000E-19  220.0
51   9.113000E-19  215.0
50   1.061000E-18  210.0
49   1.242000E-18  205.0
48   1.461000E-18  200.0
47   1.729000E-18  195.0
46   2.060000E-18  190.0
45   2.472000E-18  185.0
44   2.989000E-18  180.0
43   3.650000E-18  175.0
42   4.501000E-18  170.0
41   5.620000E-18  165.0
40   7.109000E-18  160.0
39   9.144000E-18  155.0
38   1.197000E-17  150.0
37   1.604000E-17  145.0
36   2.207000E-17  140.0
35   3.129000E-17  135.0
34   4.502000E-17  130.0
33   6.993000E-17  125.0
32   1.045000E-16  120.0
31   1.739552E-16  117.0
30   2.690097E-16  114.0
29   4.414276E-16  111.0
28   7.575074E-16  108.0
27   1.287732E-15  105.0
26   2.201840E-15  102.0
25   3.801732E-15   99.0
24   6.642119E-15   96.0
23   1.155757E-14   93.0
22   1.995498E-14   90.0
21   3.437390E-14   87.0
20   5.825807E-14   84.0
19   9.524705E-14   81.0
18   1.527304E-13   78.0
17   2.398092E-13   75.0
16   3.670813E-13   72.0
15   5.416046E-13   69.0
14   7.776407E-13   66.0
13   1.090890E-12   63.0
12   1.472583E-12   60.0
11   2.091770E-12   55.0
10   1.357792E-12   50.0
 9   1.032265E-14   45.0
 8   5.897320E-15   40.0
 7   8.604737E-15   35.0
 6   1.060000E-14   30.0
 5   8.216917E-15   25.0
 4   2.298083E-15   20.0
 3   9.222278E-17   15.0
 2   1.186514E-19   10.0
1.930000E+00   0.000000E+00  87
88   1.744000E-20  400.0
87   1.823000E-20  395.0
86   1.989000E-20  390.0
85   2.172000E-20  385.0
84   2.374000E-20  380.0
83   2.596000E-20  375.0
82   2.841000E-20  370.0
81   3.112000E-20  365.0
80   3.411000E-20  360.0
79   3.743000E-20  355.0
78   4.111000E-20  350.0
77   4.519000E-20  345.0
76   4.972000E-20  340.0
75   5.475000E-20  335.0
74   6.037000E-20  330.0
73   6.664000E-20  325.0
72   7.365000E-20  320.0
71   8.149000E-20  315.0
70   9.029000E-20  310.0
69   1.002000E-19  305.0
68   1.113000E-19  300.0
67   1.238000E-19  295.0
66   1.380000E-19  290.0
65   1.540000E-19  285.0
64   1.723000E-19  280.0
63   1.930000E-19  275.0
62   2.166000E-19  270.0
61   2.436000E-19  265.0
60   2.745000E-19  260.0
59   3.102000E-19  255.0
58   3.514000E-19  250.0
57   3.990000E-19  245.0
56   4.544000E-19  240.0
55   5.191000E-19  235.0
54   5.949000E-19  230.0
53   6.843000E-19  225.0
52   7.900000E-19  220.0
51   9.160000E-19  215.0
50   1.067000E-18  210.0
49   1.248000E-18  205.0
48   1.469000E-18  200.0
47   1.738000E-18  195.0
46   2.070000E-18  190.0
45   2.484000E-18  185.0
44   3.005000E-18  180.0
43   3.668000E-18  175.0
42   4.524000E-18  170.0
41   5.648000E-18  165.0
40   7.145000E-18  160.0
39   9.190000E-18  155.0
38   1.203000E-17  150.0
37   1.613000E-17  145.0
36   2.218000E-17  140.0
35   3.145000E-17  135.0
34   4.524000E-17  130.0
33   7.029000E-17  125.0
32   1.050000E-16  120.0
31   1.746557E-16  117.0
30   2.702110E-16  114.0
29   4.437202E-16  111.0
28   7.610383E-16  108.0
27   1.293213E-15  105.0
26   2.210853E-15  102.0
25   3.817811E-15   99.0
24   6.671386E-15   96.0
23   1.160819E-14   93.0
22   2.005094E-14   90.0
21   3.451152E-14   87.0
20   5.843234E-14   84.0
19   9.536099E-14   81.0
18   1.524484E-13   78.0
17   2.381860E-13   75.0
16   3.627261E-13   72.0
15   5.331580E-13   69.0
14   7.647683E-13   66.0
13   1.066035E-12   63.0
12   1.412197E-12   60.0
11   1.821996E-12   55.0
10   4.331663E-13   50.0
 9   2.818520E-15   45.0
 8   3.980541E-15   40.0
 7   5.730739E-15   35.0
 6   6.926974E-15   30.0
 5   5.141229E-15   25.0
 4   1.285060E-15   20.0
 3   3.894920E-17   15.0
 2   2.610129E-20   10.0
1.640000E+00   0.000000E+00  87
88   1.752000E-20  400.0
87   1.832000E-20  395.0
86   1.999000E-20  390.0
85   2.182000E-20  385.0
84   2.385000E-20  380.0
83   2.608000E-20  375.0
82   2.854000E-20  370.0
81   3.126000E-20  365.0
80   3.427000E-20  360.0
79   3.761000E-20  355.0
78   4.130000E-20  350.0
77   4.540000E-20  345.0
76   4.995000E-20  340.0
75   5.501000E-20  335.0
74   6.065000E-20  330.0
73   6.696000E-20  325.0
72   7.399000E-20  320.0
71   8.187000E-20  315.0
70   9.071000E-20  310.0
69   1.006000E-19  305.0
68   1.118000E-19  300.0
67   1.244000E-19  295.0
66   1.386000E-19  290.0
65   1.548000E-19  285.0
64   1.731000E-19  280.0
63   1.939000E-19  275.0
62   2.176000E-19  270.0
61   2.447000E-19  265.0
60   2.758000E-19  260.0
59   3.116000E-19  255.0
58   3.530000E-19  250.0
57   4.009000E-19  245.0
56   4.566000E-19  240.0
55   5.215000E-19  235.0
54   5.977000E-19  230.0
53   6.875000E-19  225.0
52   7.937000E-19  220.0
51   9.203000E-19  215.0
