SCHAtable.dat
 18  6
     0.000000000e+00     1.918164444e+01     3.086692943e+01     4.468153095e+01     5.692553710e+01     7.033113779e+01
     8.277247223e+01     9.601459039e+01     1.085570495e+02     1.217108829e+02     1.343148692e+02     1.474133890e+02
     1.600587656e+02     1.731193678e+02     1.857944967e+02     1.988274809e+02     2.115249963e+02     2.245368812e+02
     2.372520145e+02
     0.000000000e+00     1.459428025e+01     3.086692931e+01     4.314528225e+01     5.692553710e+01     6.937491172e+01
     8.277247224e+01     9.531801359e+01     1.085570495e+02     1.211625342e+02     1.343148692e+02     1.469610852e+02
     1.600587657e+02     1.727344117e+02     1.857944960e+02     1.984923813e+02     2.115250326e+02     2.242402612e+02
     2.372520524e+02
     0.000000000e+00     0.000000000e+00     2.453597269e+01     4.155052438e+01     5.440518088e+01     6.840516151e+01
     8.111100138e+01     9.461627190e+01     1.073083398e+02     1.206116790e+02     1.333122320e+02     1.465073784e+02
     1.592203369e+02     1.723485920e+02     1.850736979e+02     1.981567219e+02     2.108927342e+02     2.239432132e+02
     2.366882657e+02
     0.000000000e+00     0.000000000e+00     0.000000000e+00     3.393955552e+01     5.175029235e+01     6.513081376e+01
     7.941333355e+01     9.238530494e+01     1.060445706e+02     1.189004793e+02     1.323018705e+02     1.451140875e+02
     1.583774139e+02     1.711715552e+02     1.843500535e+02     1.971369158e+02     2.102585357e+02     2.230431436e+02
     2.361241049e+02
     0.000000000e+00     0.000000000e+00     0.000000000e+00     0.000000000e+00     4.309398000e+01     6.165374022e+01
     7.551473179e+01     9.009489490e+01     1.033299327e+02     1.171631508e+02     1.301894660e+02     1.437068661e+02
     1.566394673e+02     1.699861840e+02     1.828702146e+02     1.961117052e+02     2.089683826e+02     2.221393248e+02
     2.349799163e+02
     0.000000000e+00     0.000000000e+00     0.000000000e+00     0.000000000e+00     0.000000000e+00     5.209928475e+01
     7.135309670e+01     8.565669636e+01     1.005337363e+02     1.140244367e+02     1.280398198e+02     1.412379680e+02
     1.548810489e+02     1.679384491e+02     1.813779721e+02     1.943570533e+02     2.076697920e+02     2.206017821e+02
     2.338300000e+02
     0.000000000e+00     0.000000000e+00     0.000000000e+00     0.000000000e+00     0.000000000e+00     0.000000000e+00
     6.100342101e+01     8.090152107e+01     9.561621427e+01     1.107834301e+02     1.245210741e+02     1.387212547e+02
     1.520898678e+02     1.658630509e+02     1.790477571e+02     1.925874369e+02     2.056630356e+02     2.190491476e+02
     2.320634316e+02
     0.000000000e+00     1.672087097e+01     2.694713303e+01     3.903359205e+01     4.974792931e+01     6.147708764e+01
     7.236381613e+01     8.395015067e+01     9.492522603e+01     1.064344310e+02     1.174632595e+02     1.289241397e+02
     1.399891289e+02     1.514168823e+02     1.625078647e+02     1.739114903e+02     1.850220457e+02     1.964072360e+02
     2.075332054e+02
     0.000000000e+00     1.271392178e+01     2.694713308e+01     3.769145353e+01     4.974792936e+01     6.064167736e+01
     7.236381618e+01     8.334158249e+01     9.492522608e+01     1.059553627e+02     1.174632596e+02     1.285289815e+02
     1.399891290e+02     1.510805627e+02     1.625078641e+02     1.736187336e+02     1.850220500e+02     1.961481566e+02
     2.075331002e+02
     0.000000000e+00     0.000000000e+00     2.141631811e+01     3.629820102e+01     4.754598498e+01     5.979445194e+01
     7.091225388e+01     8.272850216e+01     9.383427865e+01     1.054741046e+02     1.165872965e+02     1.281325975e+02
     1.392566285e+02     1.507434889e+02     1.618781329e+02     1.733254745e+02     1.844696652e+02     1.958885992e+02
     2.070405837e+02
     0.000000000e+00     0.000000000e+00     0.000000000e+00     2.964865518e+01     4.522650514e+01     5.693372399e+01
     6.942906792e+01     8.077937619e+01     9.273017470e+01     1.039790902e+02     1.157045852e+02     1.269153320e+02
     1.385202017e+02     1.497151576e+02     1.612459151e+02     1.724345126e+02     1.839155744e+02     1.951021885e+02
     2.065478753e+02
     0.000000000e+00     0.000000000e+00     0.000000000e+00     0.000000000e+00     3.766330228e+01     5.389587373e+01
     6.602289151e+01     7.877831617e+01     9.035845994e+01     1.024612481e+02     1.138590420e+02     1.256858961e+02
     1.370018172e+02     1.486795447e+02     1.599530339e+02     1.715388288e+02     1.827884119e+02     1.943125655e+02
     2.055480264e+02
     0.000000000e+00     0.000000000e+00     0.000000000e+00     0.000000000e+00     0.000000000e+00     4.554765078e+01
     6.238689253e+01     7.490064644e+01     8.791548804e+01     9.971900510e+01     1.119809599e+02     1.235288826e+02
     1.354655521e+02     1.468905017e+02     1.586493030e+02     1.700058462e+02     1.816539194e+02     1.929692949e+02
     2.045433866e+02
     0.000000000e+00     0.000000000e+00     0.000000000e+00     0.000000000e+00     0.000000000e+00     0.000000000e+00
     5.334359419e+01     7.074601124e+01     8.361897920e+01     9.688739326e+01     1.089066665e+02     1.213300664e+02
     1.330269492e+02     1.450773753e+02     1.566134692e+02     1.684595667e+02     1.799006482e+02     1.916133011e+02
     2.030002008e+02
     0.000000000e+00     1.480686951e+01     2.389853005e+01     3.464072115e+01     4.416541512e+01     5.459058538e+01
     6.426824282e+01     7.456668377e+01     8.432273336e+01     9.455273529e+01     1.043564816e+02     1.145436036e+02
     1.243794365e+02     1.345371638e+02     1.443960608e+02     1.545323797e+02     1.644086347e+02     1.745286405e+02
     1.844184120e+02
     0.000000000e+00     1.125218329e+01     2.389853011e+01     3.344980503e+01     4.416541517e+01     5.384929635e+01
     6.426824288e+01     7.402667836e+01     8.432273342e+01     9.412763953e+01     1.043564816e+02     1.141929642e+02
     1.243794364e+02     1.342387341e+02     1.443960607e+02     1.542726040e+02     1.644086597e+02     1.742986219e+02
     1.844183266e+02
